Product_Sold | Description,Old Price,Discount Percentages,Current Prices,Rating_out_of_5,Number of Ratings,Link,Unit Available,Sale Type,Brand,Use_Case,RAM,ROM,USD Price,Seller Name,Seller Score,Door Delivery Fees,Door Delivery Date,Door Delivery Ready Time,Pickup Fees,Pickup Date,Pickup Ready Time
915 Generation 20V 2.25A 45W Type-C AC Laptop Charger Adapter for Lenovo,966.8,43.0,552.4,0.0,0.0,https://www.jumia.com.eg/915-generation-20v-2.25a-45w-type-c-ac-laptop-charger-adapter-for-lenovo-41906687.html,2,information not available,Lenovo,Laptop,unknown,unknown,17.88,JG-TeloyKi,100.0,EGP 256.83,24 September,10hrs 38mins,EGP 256.83,24 September,10hrs 38mins
20V 2.25A 45W Type-C AC Laptop Charger Adapter for Lenovo,998.8,44.0,554.8,0.0,0.0,https://www.jumia.com.eg/generic-20v-2.25a-45w-type-c-ac-laptop-charger-adapter-for-lenovo-38578715.html,8,information not available,Lenovo,Laptop,unknown,unknown,17.95,JG-granel,60.0,EGP 257.72,24 September,10hrs 38mins,EGP 257.72,24 September,10hrs 38mins
Licheers Cell Phone Stand- Angle Height Adjustable ,960.8,35.0,620.0,0.0,0.0,https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-adjustable-36673669.html,2,information not available,Unknown,Stand,unknown,unknown,20.06,JG-ZLeternity,54.0,EGP 281.84,24 September,10hrs 38mins,EGP 281.84,24 September,10hrs 38mins
915 Generation For Raspberry Pi Zero/W/Wh Abs Plastic Shell Fixed,268.4,49.0,137.6,0.0,0.0,https://www.jumia.com.eg/915-generation-for-raspberry-pi-zerowwh-abs-plastic-shell-fixed-43049337.html,1,information not available,Unknown,Raspberry Pi,unknown,unknown,4.45,JG-tiny spots,74.0,EGP 103.35,24 September,10hrs 38mins,EGP 103.35,24 September,10hrs 38mins
Waveshare 6 Inch E-Paper Ink Screen Bare Screen-HD 1448 x 1072- Resolution Black and White 16 Gray Levels,6193.0,47.0,3276.0,0.0,0.0,https://www.jumia.com.eg/generic-waveshare-6-inch-e-paper-ink-screen-bare-screenhd-1448-x-1072-resolution-black-and-white-16-gray-levels-43368407.html,1,information not available,Unknown,Unknown,unknown,unknown,106.02,JG-Freesh,74.0,"EGP 1,264.56",24 September,10hrs 38mins,"EGP 1,264.56",24 September,10hrs 38mins
For Raspberry Pi 4 Aluminum Case With Cooling Fan,754.56,47.0,397.12,0.0,0.0,https://www.jumia.com.eg/generic-for-raspberry-pi-4-aluminum-case-with-cooling-fan-36565167.html,1,information not available,Unknown,Raspberry Pi,unknown,unknown,12.85,JG-maneyuv,66.0,EGP 199.37,24 September,10hrs 38mins,EGP 199.37,24 September,10hrs 38mins
915 Generation Computer Case TX02 Mini Desktop Case Industrial Control,3788.4,49.0,1942.8,0.0,0.0,https://www.jumia.com.eg/915-generation-computer-case-tx02-mini-desktop-case-industrial-control-43026252.html,2,information not available,Unknown,Desktop,unknown,unknown,62.87,JG-tiny spots,74.0,EGP 771.28,24 September,10hrs 38mins,EGP 771.28,24 September,10hrs 38mins
HP 250 G7 Laptop - Intel Core I3 - 4GB RAM - 1TB HDD - 15.6-inch HD - Intel GPU - Windows 10 Pro - Gray,14999.0,18.0,12333.0,5.0,1.0,https://www.jumia.com.eg/hp-250-g7-laptop-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-hd-intel-gpu-windows-10-pro-gray-36504766.html,2,Back to school offers,HP,Laptop,4 GB ,1TB HDD,399.13,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Alienware M15 R6 Gaming Laptop - Intel Core I7 - 16GB RAM - 1TB SSD - 6GB RTX3060 GPU - 15.6 Inch QHD Display - Windows 11,95000.0,4.0,91000.0,0.0,0.0,https://www.jumia.com.eg/dell-alienware-m15-r6-gaming-laptop-intel-core-i7-16gb-ram-1tb-ssd-6gb-rtx3060-gpu-15.6-inch-qhd-display-windows-11-28909948.html,5,information not available,DELL,Gaming,16 GB ,1TB SSD,2944.98,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Pavilion 15s-eq3006ne - AMD Ryzen 7 5825U - 8GB - 512GB SSD - Win 11,22355.0,7.000000000000001,20699.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-15s-eq3006ne-amd-ryzentm-7-5825u-8gb-512gb-ssd-win-11-40532018.html,1,Back to school offers,HP,Unknown,8 GB ,512GB SSD,669.87,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus D6500QH-OLED005W Laptop - Intel Core I5-1135G7 - 14 Inch FHD - 512GB SSD - 8GB RAM - Intel UHD Graphics - Windows 11 - Silver,0.0,0.0,16999.0,0.0,0.0,https://www.jumia.com.eg/asus-d6500qh-oled005w-laptop-intel-core-i5-1135g7-14-inch-fhd-512gb-ssd-8gb-ram-intel-uhd-graphics-windows-11-silver-44998737.html,2,Verified by JUMIA,Asus,Laptop,512 GB ,512GB SSD,550.13,B.TECH,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Microsoft Surface Pro7+PlusTablet-IntelCoreI5-8GBRAM-128GBSSD-12.3-inchFHD+-IntelGPU-Windows10-Platinum,45000.0,3.0,43870.0,0.0,0.0,https://www.jumia.com.eg/microsoft-surface-pro7plustablet-intelcorei5-8gbram-128gbssd-12.3-inchfhd-intelgpu-windows10-platinum-26069859.html,2,Back to school offers,Microsoft,Unknown,unknown,128GBSSD,1419.74,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Ideapad Gaming 3 ( Core I7-12650H-16G Ram - 512NVME -VGA Nvidia 4G RTX 3050Ti - 15.6 FHD 165Hz - Grey ) - DOS ""No Windows""",0.0,0.0,48100.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-gaming-3-core-i7-12650h-16g-ram-512nvme-vga-nvidia-4g-rtx-3050ti-15.6-fhd-165hz-grey-dos-no-windows-37862104.html,1,information not available,Lenovo,Gaming,unknown,unknown,1556.63,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3510- I3-1115G4-8GB RAM- 512GB SSD UBN,14990.0,7.000000000000001,13990.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-3510-i3-1115g48gb-ram-512gb-ssd-ubn-45486310.html,2,Back to school offers,DELL,Unknown,8 GB ,512GB SSD,452.75,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 15-da2384ne - Core I7-10510U - 8GB -1TB-MX130 4GB- Black - Windows 10,23990.0,8.0,21990.0,0.0,0.0,https://www.jumia.com.eg/hp-15-da2384ne-core-i7-10510u-8gb-1tb-mx130-4gb-black-windows-10-45461195.html,5,Back to school offers,HP,Unknown,8 GB ,unknown,711.65,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo IdeaPad 3-15IML05 Laptop - Intel Core I3 - 4GB RAM - 1TB HDD - 15.6-inch FHD - 2GB GPU - Windows 11 - Platinum Grey,17000.0,15.0,14444.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-3-15iml05-laptop-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-fhd-2gb-gpu-windows-11-platinum-grey-24990480.html,1,information not available,Lenovo,Laptop,4 GB ,1TB HDD,467.44,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP PC HP 200 G4 All-in-One -9UG59EA: Intel Core I3-10110U- 4GB- 1TB- 21.5 Inch - Non Touch- DOS ""No Windows""",23440.0,15.0,19838.0,0.0,0.0,https://www.jumia.com.eg/hp-pc-hp-200-g4-all-in-one-9ug59ea-intel-core-i3-10110u-4gb-1tb-21.5-inch-non-touch-dos-no-windows-37363704.html,3,information not available,HP,Unknown,unknown,unknown,642.01,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo ThinkPad E14 G4 ( Core I7-1255U-8G Ram - 512GB NVME -  VGA Nvidia 2G MX550 DDR6- 14.0 FHD INCH+Finger Print-Black - Bag Lenovo) - DOS ""No Windows""",0.0,0.0,48000.0,0.0,0.0,https://www.jumia.com.eg/lenovo-thinkpad-e14-g4-core-i7-1255u-8g-ram-512gb-nvme-vga-nvidia-2g-mx550-ddr6-14.0-fhd-inchfinger-print-black-bag-lenovo-dos-no-windows-37364331.html,1,information not available,Lenovo,Unknown,512 GB ,unknown,1553.4,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Huawei MateBook B3-520 Laptop - Core I5-1135G7 - 8GB RAM - 512GB SSD - Iris XE GPU - 15.6in FHD - Space Gray - DOS ""No Windows""",29999.0,25.0,22499.0,0.0,0.0,https://www.jumia.com.eg/huawei-matebook-b3-520-laptop-core-i5-1135g7-8gb-ram-512gb-ssd-iris-xe-gpu-15.6in-fhd-space-gray-dos-no-windows-44281913.html,1,Back to school offers,Unknown,Laptop,8 GB ,512GB SSD,728.12,BS-Store Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo IdeaPad L340-15API Laptop - AMD Ryzen 3 - 4GB RAM - 1TB HDD - 15.6-inch HD - AMD GPU - DOS ""No Windows"" - Grey",0.0,0.0,13900.0,4.0,1.0,https://www.jumia.com.eg/ideapad-l340-15api-laptop-amd-ryzen-3-4gb-ram-1tb-hdd-15.6-inch-hd-amd-gpu-dos-grey-lenovo-mpg891585.html,1,information not available,Lenovo,Laptop,4 GB ,1TB HDD,449.84,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 250 G8 Laptop - Intel Core I5 - 8GB RAM - 1T HDD - 15.6-inch FHD - Intel UHD - Windows 10 - Black,0.0,0.0,18999.0,0.0,0.0,https://www.jumia.com.eg/hp-250-g8-laptop-intel-core-i5-8gb-ram-1t-hdd-15.6-inch-fhd-intel-uhd-windows-10-black-45016185.html,2,Verified by JUMIA,HP,Laptop,8 GB ,unknown,614.85,B.TECH,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 250 G7 Intel Core I3-1005G1- 4GB- 1TB- UHD Graphics-Black-Windows 10,0.0,0.0,10990.0,0.0,0.0,https://www.jumia.com.eg/hp-250-g7-intel-core-i3-1005g1-4gb-1tb-uhd-graphicsblackwindows-10-45461187.html,1,Back to school offers,HP,Unknown,unknown,unknown,355.66,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Acer Aspire 5 A515-45G-R23H AMD Ryzen 7-5700U 1TB SSD 16GB Ram AMD Radeon RX640 2GB 15.6'' Inch FHD - DOS ""No Windows""",26850.0,20.0,21399.0,0.0,0.0,https://www.jumia.com.eg/acer-aspire-5-a515-45g-r23h-amd-ryzen-7-5700u-1tb-ssd-16gb-ram-amd-radeon-rx640-2gb-15.6-inch-fhd-dos-no-windows-45176043.html,2,Back to school offers,Unknown,Unknown,16 GB ,1TB SSD,692.52,Egypt-Laptop Marketplace,80.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL VOSTRO 15-3501 Laptop - Intel Core I3-1005G1 - 4GB RAM - 1TB HDD - Intel UHD Graphics - 15.6-inch HD - Ubuntu - Accent Black,17000.0,18.0,13860.0,4.2,0.0,https://www.jumia.com.eg/vostro-15-3501-laptop-intel-core-i3-1005g1-4gb-ram-1tb-hdd-intel-uhd-graphics-15.6-inch-hd-ubuntu-accent-black-dell-mpg761519.html,3,Back to school offers,DELL,Laptop,4 GB ,1TB HDD,448.54,aboraya of electronics Marketplace,54.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3520 – Core I7 1255u – 16G Ram – 512 SSD – VGA Intel Iris -Ubuntu – Black – 15.6 FHD,0.0,0.0,32500.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-3520-core-i7-1255u-16g-ram-512-ssd-vga-intel-iris-ubuntu-black-15.6-fhd-45014728.html,1,Back to school offers,DELL,Unknown,unknown,512 SSD,1051.78,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL G15 5520 Gaming Laptop - Intel Core I7-12th - 16GB - 512GB SSD - NVIDIA RTX 3050 4GB - 15.6-Inch FHD 120Hz - Dos - Dark Shadow Grey - English/Arabic Keyboard,50000.0,16.0,41999.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5520-gaming-laptop-intel-core-i7-12th-16gb-512gb-ssd-nvidia-rtx-3050-4gb-15.6-inch-fhd-120hz-dos-dark-shadow-grey-englisharabic-keyboard-32654687.html,2,information not available,DELL,Gaming,16 GB ,512GB SSD,1359.19,flash TECH,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Laptop DELL VOSTRO 3520 CORE I5-1235U 12TH - 8GB DDR4 - 512 SSD - VGA NVIDIA MX550 2G - 15.6 UBUNTU,25525.0,6.0,23949.0,0.0,0.0,https://www.jumia.com.eg/dell-laptop-dell-vostro-3520-core-i5-1235u-12th-8gb-ddr4-512-ssd-vga-nvidia-mx550-2g-15.6-ubuntu-45127505.html,5,Back to school offers,DELL,Laptop,8 GB ,512 SSD,775.05,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP HP-ProbookX360435G8 AMDRyzen5-5600U-8GB-256GBSSD-AMDRadeonGraphics-13.3""FHDConvertibleTouch-Win10",40000.0,42.0,23223.0,2.0,1.0,https://www.jumia.com.eg/hp-hp-probookx360435g8amdryzen5-5600u8gb256gbssdamdradeongraphics13.3fhdconvertibletouchwin10-28605790.html,1,Back to school offers,HP,Unknown,unknown,256GBSSD,751.55,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"DELL G15 5520 I7-12700H-16GB- 512GB SSD-15.6 Inch FHD 120Hz-GeForce RTX 3050 4GB-Dark Shadow Grey - DOS ""No Windows""",0.0,0.0,35750.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5520-i7-12700h16gb-512gb-ssd15.6-inch-fhd-120hzgeforce-rtx-3050-4gb-dark-shadow-grey-dos-no-windows-44750321.html,4,information not available,DELL,Unknown,512 GB ,512GB SSD,1156.96,,,Door delivery information not available,,,Pickup station information not available,,
DELL Inspiron14-5410 2-in-1 X360-Intel CoreI5-1155G7-8GBRAM-14-inch Touch-Nvidia MX350 2GB-Win11-Silver,47000.0,1.0,46500.0,0.0,0.0,https://www.jumia.com.eg/dell-inspiron14-5410-2-in-1-x360-intel-corei5-1155g7-8gbram-14-inch-touch-nvidia-mx350-2gb-win11-silver-24990476.html,5,information not available,DELL,Unknown,unknown,unknown,1504.85,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo V14 Laptop - AMD 3020e - 4GB RAM - 1TB HDD - 14-inch HD - AMD GPU - Windows 10 Pro - Grey,9999.0,8.0,9240.0,3.0,0.0,https://www.jumia.com.eg/lenovo-v14-laptop-amd-3020e-4gb-ram-1tb-hdd-14-inch-hd-amd-gpu-windows-10-pro-grey-22348721.html,3,Back to school offers,Lenovo,Laptop,4 GB ,1TB HDD,299.03,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3500 - Intel Core I7 - 8GB RAM - 512GB SSD - 15.6-inch FHD - 2GB GPU - Ubuntu - Black,26749.0,2.0,26249.0,4.3,0.0,https://www.jumia.com.eg/vostro-3500-intel-core-i7-8gb-ram-512gb-ssd-15.6-inch-fhd-2gb-gpu-ubuntu-black-dell-mpg777470.html,5,Back to school offers,DELL,Unknown,8 GB ,512GB SSD,849.48,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Pavilion Gaming 15-dk2104ne – Core I5 11300H – 16G Ram – 512VNME – VGA Nvidia 4G GTX 1650 – 15.6 FHD 60Hz _ Free DOS ""No Windows"" _ Shadow Black",0.0,0.0,29800.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-gaming-15-dk2104ne-core-i5-11300h-16g-ram-512vnme-vga-nvidia-4g-gtx-1650-15.6-fhd-60hz-free-dos-no-windows-shadow-black-26806525.html,1,Back to school offers,HP,Gaming,unknown,unknown,964.4,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Ideapad 1 Laptop - Intel Celeron - 4GB RAM - 128GB SSD - 11.6"" HD - Intel GPU - Windows 10 - Grey",10000.0,12.0,8777.0,3.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-1-laptop-intel-celeron-4gb-ram-128gb-ssd-11.6-hd-intel-gpu-windows-10-grey-21987480.html,1,Back to school offers,Lenovo,Laptop,4 GB ,128GB SSD,284.05,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Inspiron G15 - 5511 - Intel Core I7-11800H - 16GB RAM - 1TB SSD - 15.6 Inch FHD - Nvidia RTX 3060 6G - Win11 Home - Grey,48000.0,4.0,46000.0,5.0,0.0,https://www.jumia.com.eg/dell-inspiron-g15-5511-intel-core-i7-11800h-16gb-ram-1tb-ssd-15.6-inch-fhd-nvidia-rtx-3060-6g-win11-home-grey-25912515.html,2,information not available,DELL,Unknown,16 GB ,1TB SSD,1488.67,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Inspiron G15 - 5511 - Intel Core I7-11800H - 16GB RAM - 512GB SSD - 15.6 Inch FHD - Nvidia RTX 3060 6G - Win11 Home - Grey,47000.0,4.0,45000.0,4.7,0.0,https://www.jumia.com.eg/inspiron-g15-5511-intel-core-i7-11800h-16gb-ram-512gb-ssd-15.6-inch-fhd-nvidia-rtx-3060-6g-win11-home-grey-dell-mpg889886.html,3,information not available,DELL,Unknown,16 GB ,512GB SSD,1456.31,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3510 - Intel Core I7 - 16GB RAM - 1TB HDD - 512GB SSD - 15.6-inch FHD - 2GB GPU - Windows 11 Pro - Carbon Black,40000.0,18.0,33000.0,4.4,0.0,https://www.jumia.com.eg/dell-vostro-3510-intel-core-i7-16gb-ram-1tb-hdd-512gb-ssd-15.6-inch-fhd-2gb-gpu-windows-11-pro-carbon-black-24431370.html,2,Back to school offers,DELL,Unknown,16 GB ,1TB HDD,1067.96,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo V15 Laptop - AMD 3020E - 4GB RAM - 1TB HDD - 15.6-inch HD - AMD GPU - DOS - Grey- Arabic/English Keyboard,0.0,0.0,18000.0,3.9,0.0,https://www.jumia.com.eg/v15-laptop-amd-3020e-4gb-ram-1tb-hdd-15.6-inch-hd-amd-gpu-dos-grey-arabicenglish-keyboard-lenovo-mpg867051.html,1,information not available,Lenovo,Laptop,4 GB ,1TB HDD,582.52,flash TECH,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL XPS 17-9710 Laptop - Intel Core I9 - 64GB RAM - 2TB SSD - 17-inch UHD+ Touch - 6GB GPU - Windows 11 - Silver,180000.0,3.0,174500.0,0.0,0.0,https://www.jumia.com.eg/dell-xps-17-9710-laptop-intel-core-i9-64gb-ram-2tb-ssd-17-inch-uhd-touch-6gb-gpu-windows-11-silver-26794905.html,1,information not available,DELL,Laptop,64 GB ,2TB SSD,5647.25,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Itel Spirit 2 - Intel Core I3 -1115G4 - 4GB - 256GB SSD - Intel HD Graphics - 15.6""FHD - Grey - Ubuntu",8963.0,7.000000000000001,8299.0,0.0,0.0,https://www.jumia.com.eg/itel-spirit-2-intelr-coretm-i3-1115g4-4gb-256gb-ssd-intel-hd-graphics-15.6fhd-grey-ubuntu-43691389.html,1,information not available,Unknown,Unknown,4 GB ,256GB SSD,268.58,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Thinkpad Yoga 11e Gen6 2-in-1 Laptop - Intel Core M3 - 4GB RAM - 256GB SSD - 11.6"" HD Touch - Intel GPU - Windows 10 Pro",20000.0,19.0,16200.0,0.0,0.0,https://www.jumia.com.eg/lenovo-thinkpad-yoga-11e-gen6-2-in-1-laptop-intel-core-m3-4gb-ram-256gb-ssd-11.6-hd-touch-intel-gpu-windows-10-pro-38437904.html,1,information not available,Lenovo,Laptop,4 GB ,256GB SSD,524.27,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 250 G7 Notebook Laptop - 15.6-inch – Intel Core I3-1005G1 - 4GB RAM - 1TB HDD - Intel UHD Graphics - Windows 10 - Black,13222.0,11.0,11797.0,0.0,0.0,https://www.jumia.com.eg/hp-250-g7-notebook-laptop-15.6-inch-intel-core-i3-1005g1-4gb-ram-1tb-hdd-intel-uhd-graphics-windows-10-black-26791194.html,2,information not available,HP,Laptop,4 GB ,1TB HDD,381.78,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"MSI Modern 14 B5M Laptop- AMD Ryzen 5 5500U-14-inch FHD-8GB- 256GB NVMe SSD-AMD Radeon Graphics- DOS ""No Windows""",19999.0,18.0,16399.0,0.0,0.0,https://www.jumia.com.eg/msi-modern-14-b5m-laptop-amd-ryzen-5-5500u-14-inch-fhd-8gb-256gb-nvme-ssd-amd-radeon-graphics-dos-no-windows-44873411.html,2,information not available,MSI,Laptop,256 GB ,unknown,530.71,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Apple MacBook Pro 14 M1Pro-8C CPU-14C-GPU/16GB/512GB/Space Gray/AR,0.0,0.0,94900.0,0.0,0.0,https://www.jumia.com.eg/apple-macbook-pro-14-m1pro-8c-cpu-14c-gpu16gb512gbspace-grayar-27556633.html,1,information not available,Apple,Unknown,unknown,unknown,3071.2,Techmart Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Apple MacBook Pro 13-inch-16GB RAM/1TB SSD/Space Gray,0.0,0.0,57900.0,0.0,0.0,https://www.jumia.com.eg/apple-macbook-pro-13-inch-16gb-ram1tb-ssdspace-gray-27169575.html,5,information not available,Apple,Unknown,16 GB ,1TB SSD,1873.79,Techmart Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Laptop 15s-fq5000nia Core I3-1215U-  4GB RAM -256GB SSD - Intel UHD Graphics - 15.6 Inch HD - DOS ""No Windows"" - Carbon Black",15000.0,7.000000000000001,14000.0,0.0,0.0,https://www.jumia.com.eg/hp-laptop-15s-fq5000nia-core-i3-1215u-4gb-ram-256gb-ssd-intel-uhd-graphics-15.6-inch-hd-dos-no-windows-carbon-black-36504769.html,9,information not available,HP,Laptop,4 GB ,256GB SSD,453.07,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Probook 450 G7 - Intel Core I7-10510U - 8GB RAM - 1TB HDD - Display 15.6 Inch - Carry Case - DOS ""No Windows""",0.0,0.0,24820.0,0.0,0.0,https://www.jumia.com.eg/hp-probook-450-g7-intel-core-i7-10510u-8gb-ram-1tb-hdd-display-15.6-inch-carry-case-dos-no-windows-28215486.html,3,information not available,HP,Unknown,8 GB ,1TB HDD,803.24,Enterprise Technology Solution Marketplace,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Apple MacBook Pro 14 M1Pro 8C CPU 14C GPU/16GB/512GB/Silver/AR,0.0,0.0,94900.0,0.0,0.0,https://www.jumia.com.eg/apple-macbook-pro-14-m1pro-8c-cpu-14c-gpu16gb512gbsilverar-27347784.html,4,information not available,Apple,Unknown,unknown,unknown,3071.2,Techmart Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Apple MacBook Air 13.6 M2  256GB Midnight Arabic Keyboard,0.0,0.0,58800.0,0.0,0.0,https://www.jumia.com.eg/apple-macbook-air-13.6-m2-256gb-midnight-arabic-keyboard-36968009.html,1,information not available,Apple,Unknown,256 GB ,unknown,1902.91,Techmart Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Apple MacBook Pro 16 M1 -10C CPU 16C GPU - 16GB - 512GB - Space Gray - Arabic Keyboard,0.0,0.0,116000.0,0.0,0.0,https://www.jumia.com.eg/apple-macbook-pro-16-m1-10c-cpu-16c-gpu-16gb-512gb-space-gray-arabic-keyboard-27158892.html,4,information not available,Apple,Unknown,16 GB ,unknown,3754.05,Techmart Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Alienware M15 R6 Gaming Laptop - Intel Core I7 - 32GB RAM - 1TB SSD - 8GB RTX3070 GPU - 15.6 Inch QHD Display - Windows 11,120000.0,5.0,113500.0,0.0,0.0,https://www.jumia.com.eg/dell-alienware-m15-r6-gaming-laptop-intel-core-i7-32gb-ram-1tb-ssd-8gb-rtx3070-gpu-15.6-inch-qhd-display-windows-11-28909950.html,1,information not available,DELL,Gaming,32 GB ,1TB SSD,3673.14,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo ThinkPad E15 Gen 4,0.0,0.0,35000.0,0.0,0.0,https://www.jumia.com.eg/lenovo-thinkpad-e15-gen-4-39068607.html,3,information not available,Lenovo,Unknown,unknown,unknown,1132.69,IBS Computer,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo V15 Laptop - 4GB RAM- 1TB HDD- AMD Radeon Graphics- 15.6 Inch HD 220nits Anti-glare- DOS ""No Windows"" - Iron Grey",0.0,0.0,9555.0,0.0,0.0,https://www.jumia.com.eg/lenovo-v15-laptop-4gb-ram-1tb-hdd-amd-radeon-graphics-15.6-inch-hd-220nits-anti-glare-dos-no-windows-iron-grey-45074890.html,8,information not available,Lenovo,Laptop,4 GB ,1TB HDD,309.22,KMAMZ Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus TUF Gaming F15-FX507ZR-HQ003W-Core I7-12700H-GeForce RTX 3070 8GB-16GB DDR5-4800-1TB PCIe 3.0 NVMe-15.6-inch WQHD 165Hz-Windows 11,100000.0,43.0,56950.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-gaming-f15-fx507zr-hq003w-core-i7-12700h-geforce-rtx-3070-8gb-16gb-ddr5-4800-1tb-pcie-3.0-nvme-15.6-inch-wqhd-165hz-windows-11-45950178.html,3,information not available,Asus,Gaming,16 GB ,unknown,1843.04,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo MIIX 320 2-in-1-Intel Atom X5-2GB RAM-64GB SSD-10.1-inch FHD-Intel GPU-Windows10-English Keyboard,15000.0,16.0,12666.0,0.0,0.0,https://www.jumia.com.eg/lenovo-miix-320-2-in-1-intel-atom-x5-2gb-ram-64gb-ssd-10.1-inch-fhd-intel-gpu-windows10-english-keyboard-21164903.html,5,information not available,Lenovo,Unknown,2 GB ,64GB SSD,409.9,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
